foodID,name,ingredients,prepTimeInMins,cookTimeInMins,totalTimeInMins,servings,cuisine,course,Regions,isVeg,isSugarFree,isHighProtein,isGluttenFree,isSattvic,isVegan,diet,allergies,totalCaloriesInCal,instructions,URL,imgURL
1392,Karwar Style Madgane  With Oats & Rajgira,"1/2 cup Chana dal (Bengal Gram Dal),2 cups Water,1/4 cup Instant Oats (Oatmeal),1-1/2 cups Fresh coconut - grated,1-1/2 cup Jaggery - (adjust),1 tablespoon Rice flour,1-1/2 tablespoons Rajgira Flour (Amaranth Flour),1 teaspoon Cardamom Powder (Elaichi),20 Cashew nuts - halved,5 Dates - chopped,2 teaspoons Raisins - more to garnish,1 teaspoon Ghee,1 pinch Salt",15,40,55,8,Karnataka,Dessert,26,1,0,0,0,0,0,Vegetarian,None,211,"To begin making Karwar Style Madgane Recipe With Oats & Rajgira, soak dal in adequate water for about an hour. Wash thoroughly and drain.Take a big saucepan, add the given quantity of dal and water and bring it to boil on high heat.When the water in the pan starts boiling, reduce the flame to medium and keep simmered for the dal to cook, (do not cover with lid at any stage) stirring occasionally till soft and done.In the meantime, grind the coconut using water to extract coconut milk by squeezing tightly the ground coconut over a sieve.The first extract will be thick and should be about 3/4 to 1 cup.Repeat this process using less water each time to get more coconut milk which will be comparatively thinner and the coconut milk should be about 2 cups.Check the dal and when it is almost cooked, add to it the cashew nuts and mix well.Here a little hot water can be added to daal if there is very less water in it.When dal is completely cooked but not mushy (almost all water should be evaporated by now), add jaggery, cardamom powder and salt.Stir till jaggery dissolves.Using a little of the thin coconut extract make a slurry of the rice and rajgira flours in a mixing bowl.(rice flour is a must as it prevents the coconut milk from splitting)Add this slurry, oats and all the thin coconut extract to the dal and bring to a boil stirring constantly.Now add the dates, half of the raisins and the thick coconut extract and again bring to a boil stirring constantly on medium heat.Switch off heat now since after adding coconut milk, too much cooking is not required not desirable for the recipe.Heat ghee in a small kadai, add the cashew nuts and raisins (which were reserved) to garnish the Madgane.Serve Karwar Style Madgane Recipe With Oats & Rajgira as a dessert with a meal of steamed rice, Karwar Style Sol Kadhi Recipe, and Kadgi Chakko Recipe for lunch.
",https://www.archanaskitchen.com/konkani-style-madgane-recipe-with-oats-rajgira,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/panditp253-gmail.com/MADGANE_.jpg
1393,Leftover Dal Paratha ,"1 cup Arhar dal (Split Toor Dal) - cooked,1-1/2 cup Whole Wheat Flour,1-1/2 teaspoon Kashmiri Red Chilli Powder,Salt - to taste,1/4 cup Curd (Dahi / Yogurt),4 tablespoon Coriander (Dhania) Leaves - finely chopped,3 tablespoon Onions - finely chopped,Ghee - or oil as required",20,25,45,4,Indian,Indian Breakfast,0,1,0,1,0,0,0,High Protein Vegetarian,lactose,212,"To begin making the Leftover Dal Paratha, firstly add the leftover dal (or cooked toor dal), wheat flour, kashmiri red chili powder, salt, curd, coriander leaves and onions in a bowl. Mix everything well and knead it into a smooth dough.If your dough turns too watery, add few tablespoons of flour at a time and knead to make a smooth dough. Cover and let the dough sit for about 15 minutes.After 15 minutes, heat a roti tawa. Pinch a lemon sized ball from the dough, roll it round and make it into a ball shape. Dust the dough in flour and flatten it using a rolling pin to about 7-centimetre circle. Rub 1/4 teaspoon ghee over the surface.Once it is done, fold 2 opposite edges such that they touch each other at the edges.Next bring the other 2 edges folding it over the sides already folded making it into a square.Now dust little wheat flour and roll it as thin as you can into a square shape.Place it on hot tawa and cook on both sides until they get cooked. Rub about 1/4 teaspoon ghee on both the sides of paratha. Remove from pan and repeat the same procedure for the remaining dough.Serve Left Over Dal Paratha hot with Lauki Raita, Pumpkin Raita or any raita of your choice.
",https://www.archanaskitchen.com/left-over-dal-paratha-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Jyothi_Rajesh/Left_over_dal_paratha.jpg
1394,Punjabi Kadhi Pakora  - Delicious Punjabi Kadhi,"1 cup Gram flour (besan),2 Green Chillies - finely chopped,1 Onion - finely chopped,1 Potato (Aloo) - grated,1/2 teaspoon Ajwain (Carom seeds),1/2 teaspoon Cooking soda,Salt - to taste,Water - to combine the ingredients,Sunflower Oil - for deep frying,500 grams Curd (Dahi / Yogurt) - whisked,3 tablespoon Gram flour (besan),1/2 teaspoon Turmeric powder (Haldi),2 Green Chillies - chopped,1/2 inch Ginger - peeled and grated,2 cups Water,Salt - to taste,1 tablespoon Ghee,1/4 teaspoon Mustard seeds,5 Curry leaves,1/2 teaspoon Red Chilli powder,2 Dry Red Chillies,1/4 teaspoon Asafoetida (hing),4 sprig Coriander (Dhania) Leaves",10,40,50,4,Punjabi,Dinner,8,1,0,0,0,0,0,Vegetarian,lactose,257,"To begin making the Punjabi Kadhi Pakoras lets begin to make pakora mixture in a bowl by combining all the ingredients of pakora together except water. Add a little water at a time to the dry ingredients and mix well until all the ingredients come together to make a thick batter.Heat a Kuzhi paniyaram Pan, drizzle some oil in each cavities. Once the oil is heated, take a small portion of batter in spoon or finger  and drop them into each cavities.Fry the pakoras on medium heat until pakoras turn golden brown from outside. Flip it on the other side as well. Once done transfer to a plate lined with a paper napkin. Set the pakoras aside while you prepare Kadhi.To prepare Kadhi, whisk the yogurt along with the gram flour until well combined. Add 2 cups of water and whisk again. Whisk thoroughly to ensure there are no lumps. Add in the spices, salt, chopped green chili, grated ginger to this gram flour mixture. Stir once again to combine the ingredients.Pour the kadhi mixture in a heavy bottomed saucepan and heat it over medium heat. Once punjabi Kadhi starts simmering stir to avoid lump formation.Once it has begun to boil, turn the heat to low and simmer for about 20 minutes, stirring occasionally. Now add fried pakoras to it and simmer the punjabi kadhi pakora further for 5 minutes. Turn off the heat. For tempering the punjabi kadhi pakora, add a tablespoon of ghee into a saucepan on medium heat.Add the mustard seeds, once seeds crackle add the curry leaves, red chilies and fry for 1 minute until roasted. Now add asafoetida, red chili powder and stir to combine. Turn off the heat.Pour this seasoning over the Punjabi Kadhi Pakora. Garnish with coriander leaves and serve.Serve the Punjabi Kadhi Pakora along with Phulka Recipe (Roti/Chapati), Carrot Cucumber Tomato Salad and Kaddu Simla Mirch Sabzi.
",https://www.archanaskitchen.com/kadhi-pakoras-creamy-yogurt-curry-with-fried-dumplings-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/April-18/Punjabi_Kadhi_Aloo_Pakora_Recipe-1_1600.jpg
1395,Carrot Cake Parfait With Custard And Strawberries ,"1/2 cup Sugar - granulated,1/2 cup Brown Sugar (Demerara Sugar),3/4 cup Sunflower Oil,3 Whole Eggs,1 cup All Purpose Flour (Maida),1 cup Whole Wheat Flour,1-1/2 teaspoons Cinnamon Powder (Dalchini) - 1 ½ teaspoons ground cinnamon,1 teaspoon Baking soda,1 teaspoon Vanilla Extract,1/2 teaspoon Salt,3 cups Carrots (Gajjar) - shredded,1/2 cup Raisins,1/4 cup Walnuts - chopped,1/4 cup Badam (Almond) - silvered,2 cups Milk,4 teaspoons Custard powder - vanilla flavoured,1/4 cup Sugar,15 Strawberries,2 teaspoons Sugar,1 teaspoon Lemon juice,Strawberries - as required,Walnuts - as required,Cinnamon Powder (Dalchini) - as required",10,40,50,3,Continental,Dessert,6,1,0,0,0,0,0,Vegetarian,lactose,454,"To begin making the Carrot Cake Parfait With Custard And Strawberries recipe, firstly we will make the carrot cake. Preheat oven to 350 degrees Fahrenheit or 180 degrees Centigrade. Grease and flour a 13 x 9 inch pan and keep aside.In a bowl, beat sugars, oil and eggs with a beater until well blended. Stir in flours, cinnamon, baking powder, salt and blend again on low speed for a minute.Fold in carrots and raisins (you can add nuts at this stage as well). Pour into prepared pan, level the batter and bake in preheated oven for 40 to 45 minutes until toothpick inserted in centre comes out clean.Remove from oven and remove from pan after 10 minutes. Cool completely on wire rack.The next step is to make the custard. In a small bowl, place 1/4 cup of milk and stir in custard powder. Mix well until smooth; ensure there are no lumps. Keep aside.Heat the remaining milk in a saucepan on medium heat and bring to a boil. Add sugar and stir until dissolved.Tip in the custard milk mixture into the hot mixture and keep stirring until it comes to a boil and the mixture thickens. Simmer for a minute, remove from heat and let cool.Keep stirring while it is cooling or it will form a thick film on top. Let cool completely.Next, we will make the strawberry compote. Wash and chop strawberries into 2 to 3 pieces.Sprinkle sugar and heat in a saucepan on medium heat, stirring often for about a minute until slightly cooked and mushy. Remove from heat, stir in lemon juice and let cool. Keep aside.Now we will assemble the carrot cake trifle. Break up carrot cake into chunks that fit into the dessert bowl or glass you will be serving the parfait in.Assemble all the elements of the parfait; carrot cake chunks, cooled custard, strawberry compote, nuts and cinnamon powder.In each dessert glass, layer a few carrot cake chunks at the bottom. Pour a few teaspoons of strawberry compote over it to cover the cake.Gently spoon custard over the compote and spread evenly. Repeat the layers to fill the dessert glass finishing with custard on top.Sprinkle chopped walnuts and cinnamon powder on top. Cover each parfait glass with cling wrap and chill in the refrigerator for at least 2 hours or until serving time. Just before serving, garnish with strawberry and serve.Serve Carrot Cake Parfait With Custard And Strawberries as a dessert after your Italian meal of Penne Pasta With Roasted Vegetables and Margherita Pizza for a weekend meal.
",http://www.archanaskitchen.com/carrot-cake-parfait-with-custard-and-strawberries-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Curryandvanilla/Carrot_Cake_Parfait_with_Custard_and_Strawberries_original11.jpg
1396,Herbed Vegetables In Roasted Bell Pepper Sauce ,"1 tablespoon Extra Virgin Olive Oil,2 Carrots (Gajjar) - cut into diagonals,1 Yellow Zucchini - cut into diagonals,10 cup Baby corn - cut into diagonals,200 grams Button mushrooms - sliced,1 tablespoon Dry mix herbs,2 Red Bell pepper (Capsicum),2 tablespoons Pickled Jalapenos,1 teaspoon Whole Black Pepper Corns,Salt - to taste,1 teaspoon Extra Virgin Olive Oil,4 cloves Garlic - finely chopped,1/2 cup Homemade tomato puree,1/4 cup Fresh cream",15,40,55,4,Continental,Main Course,6,1,0,0,0,0,0,Vegetarian,lactose,79,"To begin making the Herbed Vegetables In Roasted Bell Pepper Sauce Recipe we need to roast the red bell peppers directly on the flame. To make the roasted bell pepper sauceTurn the flame on high heat, and roast the whole bell pepper until it is completely charred and changed into black in colour. Once completely cooked and charred, remove from the flame. Carefully discard the outer skin of the capsicum - which is black. Cut the bell pepper into half , deseed and discard it. Now, roughly chop the bell pepper and put it in a mixer jar. Into the mixer jar, along with the bell pepper add the jalapenos, garlic, salt, peppercorns and blitz into a coarse paste. Heat a skillet with oil on medium flame, add the garlic and saute until it turns brown. Once the garlic is brown add the freshly ground roasted bell pepper puree, tomato puree, cream and bring it to a boil. check the taste and adjust the spices accordingly.Turn off the flame and set aside. To make the Herbed Vegetables Heat a pan with oil on medium flame, add the vegetables - carrot, babycorn, yellow zucchini and mushrooms and pan roast for 8-10 minutes until the vegetables are cooked yet have a crunch in them. Sprinkle some salt and the herbs and mix well. To serve, in a platter spread the roasted red bell pepper sauce at the bottom and top with the herbed vegetables. Serve Herbed Vegetables In Roasted Bell Pepper Sauce Recipe along with Buttered Herbed Rice Recipe or Garlic Bread With Herb Butter Recipe, Creamy Garlic Mashed Potatoes Recipe and Cucumber Honey Limeade Recipe for a complete meal.
",http://www.archanaskitchen.com/herbed-vegetables-in-roasted-bell-pepper-sauce-recipe,https://www.archanaskitchen.com//images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Herbed_Vegetables_in_Spicy_Roasted_Bell_Pepper_Sauce__10_1600.jpg
1397,Prawns Coconut Curry ,"500 grams Prawns - tiger prawns,1/2 cup Coconut milk - first extract,1/2 cup Coconut milk - second & third extract,2 teaspoon Fennel seeds (Saunf),1 teaspoon Black pepper powder,1 tablespoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),3-4 Green Chilli,1 sprig Curry leaves,1/2 cup Coriander (Dhania) Leaves,1 teaspoon Tamarind Paste,1/2 inch Ginger,7 cloves Garlic,2 Tomatoes,1 Onion - medium,1 teaspoon Mustard seeds,Salt - to taste,1 tablespoon Coconut Oil",15,30,45,4,South Indian ,Lunch,1,0,0,0,0,0,0,Non Vegeterian,lactose,293,"To prepare Prawns Coconut Curry Recipe, begin by making a paste of fennel, pepper, ginger and garlic by adding a little water.Heat a Kadai or meen chatty with oil. Once hot, splutter mustard seeds.Add the above paste and saute till the raw smell leaves.Add curry leaves, green chilli and chopped onions. Saute till onions turn translucent.Add in chopped tomatoes and cook till tomatoes turn mushy.Add in tamarind paste. Add coriander powder and chilli powder and mix for a minute.Add second and third milk extract of coconut. Add salt and bring it to a boil.Add cleaned and deveined prawns. Cook for 4-5 minutes.Now add first milk extract of coconut and mix well. Do not boil. Once it is heated enough take it off flame and garnish prawns coconut curry recipe with chopped coriander leaves.Serve Prawns Coconut Curry with hot steamed rice.
",http://www.archanaskitchen.com/prawns-coconut-curry-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Yeleena_Thomas/Prawns_Coconut_Curry_Recipe_edit1.jpg
1398,Pudina Khara Pongal  - Pudina Khara Pongal ,"1 cup rice - soaked for 20 minutes, 1/2 cup yellow moong dal - soaked for 20 minutes, 1 cup mint, 1/4 cup coriander, 1 green chili, 1 inch ginger, 1 teaspoon cumin seeds, 5 cups water, 1 teaspoon oil, salt - as per taste, 2 tablespoons ghee, 8 cashews - break it, 1 teaspoon cumin seeds, 1 teaspoon whole pepper, 1 sprig curry leaves, asafetida - a pinch",10,20,30,4,South Indian ,South Indian Breakfast,1,1,0,1,0,0,0,High Protein Vegetarian,None,340,"?????? ??? ????? ????? ?? ??? ???? ???? ???? ?? ??? ?? ????? ??? ?? ?? ?? 20 ???? ?? ??? ???? ??.?? ?????? ???????? ??? ??????, ?????, ??? ?????, ???? ???? ?? ????? ??? ?? ??? ??. ??? ?? ?? ??. ?? ?????? ???? ??? ??? ??? ????? ????? ???? ???? ?? 10 ???????? ?? ???? ??. ?? ????? ???? ??? ???? ?? ??? ???? ?? 2 ???? ?? ??? ??? ??. ?? ????? ?????? ????? ????? ????, ????? ?? 1 ???? ?? ??? ??? ??. 5 ?? ????, ??? ???? ?? ???? ??? ?? ??.4 ?? 5 ???? ??? ?? ??? ??. ?????? ?????? ??. ?? ?? ?? ???? ??? ??? ?? ??? ????? ????? ????, ???? ???? ????? ???? ?? 10 ???????? ?? ??? ??? ??. ???? ???? ?? ?????? ???? ?? ??? ??. ???? ????, ????? ??? ?? ????? ?? ??? ?? ??. ???? ????? ???? ?? ??? ?? ???? ??. ?????? ??? ????? ?? ?????? ?????? ?????? ?? ???? ?? ?????? ???? ?? ??? ???? ?? ?????? ?? ??? ?????.
",https://www.archanaskitchen.com/pudina-khara-pongal-recipe-rice-and-lentils-cooked-with-mint-leaves-mild-spices-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/nithya.anantham/Mint_Khara_Pongal_Recipe.jpg
1399,Tandoori Paneer Tikka Masala  - Tandoori Paneer Tikka Masala ,"250 g Paneer - Chopped, 2 coals, 2 cups tomato puree, 3 tablespoons cream - heavy whipping, 5 mint, 3 bud garlic, 1 ginger, 1 teaspoon fennel, 1/2 teaspoon celery, 1 saffron, little 1/2 teaspoon cumin powder, 1 teaspoon coriander powder, 1 teaspoon chaat masala powder, 1/2 teaspoon garam masala powder, 1/2 teaspoon black pepper powder, 1/4 teaspoon red chilli powder, 1/2 4 teaspoons black salt or rock salt, 1 teaspoon turmeric powder, salt - as per taste, Salt - to taste",20,40,60,4,North Indian ,Side Dish,12,1,0,1,0,0,0,High Protein Vegetarian,lactose,61,"?????? ???? ?????? ????? ????? ?? ???, ???? ???? ?? ????? ?????????? ???? ??? ????? ?? ?????? ???? ?? ???? ??. ?? ???? ?? ?????? ?? ???? ?? ????? ??? ??? ??. ??? ??? ?????? ????? ?? ??????? ????? ?? ?????? ??? ???? ?? ???? ??. ???? ?? ????? ?? ????? ?? ?????? ??? ???? ?? ???? ??. 1 ??? ???? ?? ??? ??? ?? ?? ??. ?? ???? ?? ????? ?? ????? ??? ??.?? ???? ??? ??? ??? ???? ?? ????? ???? ????? ?? ????? ????, 30 ???????? ?? ??? ????? ????? ?????? ???? ?? ????? ???  ??.?? ????? ????, ??? ?? ??? ??? ????? ???? ?? ???? ??. ???? ??, ???? ?? ??? ?? ??? 3 ?? 4 ???? ?? ??? ???? ??. ?? ?? ????? ?? 2 ????? ?? ?? ??? ?? ????? 5 ???? ?? ??? ??. ?? ????? ?? ?? ????? ??? ???? ?? ???? ?? ??? ??? ???. ????? ?? ?? ????? ?? ???? ?? ???? ?? ?? ??. 1 ???? ?? ??? ????? ?? ??? ?? ?? ???? ??? ????? ?????? ?????? ???? ?????? ????? ?? ??? ?????, ????? ????? ?? ???? ?? ??? ??????
",https://www.archanaskitchen.com/tandoori-paneer-tikka-masala-recipe-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/Indian_Vegetables_Gravy/Paneer_Tikka_Masala_Recipe-1.jpg
1400,Lauki Wadi Tarkari  - Bengali Style Moong Dal Dumplings & Bottle Gourd Sabzi,"1 cup Yellow Moong Dal (Split) - soaked for at least 4 hours or overnight,1 teaspoon Ginger - grated,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1 pinch Asafoetida (hing),Salt - to taste,1 Bottle gourd (lauki) - cut in cubes,1 Tomato - chopped,1 Onion - chopped,2 Green Chillies - chopped,1 teaspoon Ginger - grated,1 teaspoon Panch Phoran Masala,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),Salt - to taste,1 teaspoon Sugar,1 tablespoon Mustard oil,2 tablespoons Sunflower Oil - to fry wadis,Coriander (Dhania) Leaves - chopped",10,25,35,4,Bengali ,Side Dish,7,1,0,1,0,0,0,High Protein Vegetarian,None,253,"To begin making Lauki Wadi Tarkari Recipe , prepare wadis first. Wash and soak moong dal in enough water for about 3-4 hours or overnight.Drain excess water and pulse it a couple of times to make a fine paste in a food processor.Add the remaining ingredients listed under wadi like the ginger, cumin seeds, dry red chillies, hing, salt to taste and whisk to combine. Arrange a baking tray with aluminium foil or lined with a parchment paper.Using a piping bag or zip lock bag, drop out small roundels.Dry them under the sunlight for 3-4 days or until they are completely dried. Store in an airtight container and use them when needed. This can be stored up to 6 months.*For Lauki Wadi/Badi TarkariOnce you have the homemade or store bought wadis, heat oil for frying in a pan and saute the wadis. Drain on a kitchen towel to absorb excess oil. Keep them aside.Heat oil in a pan and add panch phoran masala on a low heat. Saute for few seconds and then add ginger and onions. Stir until the onions are light brown.Now add green chillies and tomatoes, stir and add turmeric powder, salt and sugar. Stir well on a medium heat to cook tomatoes.Once the tomatoes are soft and mushy, add in lauki and cook covered until lauki is soft. Mine took about 10 minutes.Add crushed or whole wadis,stir to combine and cook for few minutes more.Remove Lauki Wadi Tarkari from heat and put it into a serving bowl, garnish with chopped coriander leaves. Serve hot.Serve Lauki Wadi Tarkari Recipe along with Pudina Lahsun Laccha Paratha and Mooli Raita Recipe for your everyday meals.
",https://www.archanaskitchen.com/lauki-wadi-tarkari-recipe-bengali-style-moong-dal-dumplings-bottle-gourd-sabzi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/sapanabehl/Bari_Lau_Tarkari.jpg
1401,Mushroom and Broccoli Soup  - Mushroom and Broccoli Soup ,"1 broccoli - chop, 200 grams button mushroom - chop, 1 teaspoon cumin - steal, 2 teaspoons whole pepper - pinch, salt - to taste, 2 tablespoons cream, coriander - as per use, 1 teaspoon oil",20,20,40,4,Continental,Appetizer,6,1,0,0,0,0,0,Vegetarian,lactose,365,"????? ??? ??????? ??? ?????? ????? ?? ??? ???? ???? ??????? ?? ????? ?? ?? ??. ????? ?? ??? ?? ?? ??? ?? ?? ??. ?????? ???? ??? ??? ??? ????? ????? ????, ???? ????? ???? ?? 30 ???????? ?? ??? ??? ??. ?? ????? ??????? ???? ?? 1 ???? ?? ??? ??? ??. 1 ???? ?? ??? ????? ????? ???? ?? 2 ???? ?? ??? ??? ??. ?? ????? 2 ?? ????, ??? ????? ???? ?? ?? ???? ??? ?? ??. 2 ???? ??? ?? ??? ??. ?????? ?? ???? ?? ?????? ??. ???? ???? ?? ?? ?????? ?? ???? ???? ???? ??. ?? ??????? ?? ?? ?? ?????? ?? ?????? ?? ??. ?? ?????? ?? ?? ???? ??? ???? ?? ??? ?? ????? ????? ????? ??? ?????, ???? ????? ?? ??????? ???? ?? ?????? ????? ??? ??????? ??? ?????? ?? ???? ???? ???? ??? ?? ??? ??? ?? ???? ?? ??? ??????
",http://www.archanaskitchen.com/mushroom-and-broccoli-soup-recipe-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/swathynandhini/MUSHROOM_BROCCOLI_SOUP_1600.jpg
1402,Red Lentil Curry Without Coconut ,"1 cup Masoor Dal (Whole),1 cup Tomatoes - chopped,1 Onion - sliced thin,3 cloves Garlic,1/2 inch Ginger,2 Green Chillies - chopped (optional),1 teaspoon Kasuri Methi (Dried Fenugreek Leaves) - optional,1 tablespoon Sunflower Oil,1 teaspoon Red Chilli powder,Salt - to taste,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Cumin powder (Jeera)",20,30,50,5,Indian,Lunch,0,1,0,1,0,0,0,High Protein Vegetarian,None,215,"To begin making the Red Lentil Curry Without Coconut recipe, soak the lentils in water for about 20 minutes.Boil them using 3 to 4 cups water until soft in a saucepan. Cover the pan with a lid while cooking.Heat a tablespoon of oil in a saucepan and fry the sliced onions on medium heat until slightly browned.Add tomatoes and mix. Cover and cook till tomatoes are soft and mushy. Stir in between.Let the mixture cool down, then grind it to smooth paste along with ginger and garlic. Use very little water while grinding.Pour the prepared paste over cooked lentils and add little water.Add green chilies and let it boil on medium heat for 5 minutes. Add all the spices and mix.Add salt and sprinkle crushed Kasuri methi. Mix and let it simmer on low heat for about 5 minutes. Remove from heat and serve hot.Serve Red Lentil Curry Without Coconut along with Palak Raita, Aloo Bhindi Ki Sabzi and Phulkas  for your weekday meal.
",https://www.archanaskitchen.com/red-lentil-curry-without-coconut-recipe,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/poojanadkarni/Red_Lentil_Curry_Without_Coconut_1600.jpg
1403,Aloo Gobi Sabzi  - Potato And Cauliflower Dry Curry,"2 cups Cauliflower (gobi) - florets,1 cup Potatoes (Aloo) - peeled and cubed,Curry leaves - few (optional),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing) - optional,Salt - to taste,2 tablespoons Sunflower Oil - or ghee,Kasuri Methi (Dried Fenugreek Leaves) - or coriander leaves (chopped) for garnishing,Lemon wedges - few",10,20,30,4,North Indian ,Lunch,12,1,0,0,0,0,0,Vegetarian,None,138,"To begin making the Aloo Gobi Sabzi Recipe, chop cauliflower into florets and wash well in plenty of water; drain and keep aside.Wash potatoes, peel and chop into medium-sized cubes; keep aside.In a medium sized deep saucepan or kadai, heat oil or ghee.Once the oil heats up, lower the heat and add the spices (turmeric, chilli powder, coriander powder, garam masala powder and hing); sauté for a few seconds.Increase the heat and immediately, add the cubed potatoes; stir well to coat with spices.Add a little bit of salt and sauté on high for about a minute or so.Stir in the cauliflower flowerets and additional salt; give it a good stir.Once the vegetables and spices have mixed well, lower the heat, close the saucepan and cook on medium low heat till the vegetables are cooked.  Keep stirring in between so as not to burn the vegetables. Do not add any water.Once the vegetables have cooked to your desired consistency, turn the heat off, remove from flame.Garnish with crushed dried fenugreek leaves (kasoori methi) or chopped coriander leaves.To give it an acidic element, give it a squeeze of lime or lemon juice.Serve Aloo Gobi Sabzi along with Panchmel Dal and Phulkas for a weekday meal. You can also serve Boondi Raita with this meal.
",http://www.archanaskitchen.com/aloo-gobi-recipe-potato-and-cauliflower-dry-curry,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Curryandvanilla/Aloo_GobiPotato_and_Cauliflower_Dry_Curry.jpg
1404,Paneer Matar Butter Masala (Paneer Matar Butter Masala ),"1-1/2 ?? ???? - ??? ??,??? - ?????? ??????,1/2 ?? ??? ???,??? - ????? ??????,1/2 ???? ????? ??? ????? ?????,1 ???? ????? ?????,1/4 ?? ???,1 ???? ????? ????? ????,1 ????? - ???,2 ????? - ????? ??? ??,1 ??? ???? - ????? ??? ??,1 ??? ????? - ????? ????? ??? ??,2 ??? ????? ??,2 ???? ??? ?????,2 ?????,3 ??????,1/2 ??? ??? ????,4 ???? ???? ?????,1/2 ???? ????? ????? ?? ???,1/4 ?? ???? - ??? ??",15,45,60,4,North Indian ,Dinner,12,1,0,1,0,0,0,High Protein Vegetarian,None,224,"???? ??? ??? ????? ????? ?? ??? ???? ???? ?? ???? ??? ??? ??? ????? ????? ???? ?? ????? ???? ?? ????? ?????? ???? ?? ??? ??. ??? ?? ?? ??.?? ?? ???? ??? ?????? ???????? ?? ???? ??? ?? ?? ??? ??? ????? ????? ????? ?? ??? ????? ????? ?? ??? ???? ?? ????? ??? ???? ?? ??? ????? ????, ????? ???? ?? 1 ?? 2 ???? ?? ??? ???? ??. 2 ???? ??? ????? ???? ??? ?????, ?????, ??????, ??? ????, ???? ????? ?? ????? ?? ??? ????? ????? ?? 15 ???????? ??? ????? ????? ????? ????? ?? ??? ???? ?? ???? ??. ??? ??? ?? ??.?? ?????? ?? ???? ???? ?? ??? ???? ?????? ???????? ??? ????? 1/4 ?? ????, ???? ???? ?? ???? ??? ??.?? ?????? ?? ??? ?? ???? ??? ????? ??? ???? ???? ?? 20 ???????? ??? ????? ???? ?? ?????, ????? ?????? ???, ?????, ????? ????, ??? ????? ????? ?? ???? ???? ????? 2 ???? ?? ??? ????? ??? ???? ?? ???? ??. 3 ?? 4 ???? ?? ???? ?? ??? ??? ?? ??. ???? ??? ????? ?? ?????? ???, ???? ????? ?? ?????? ?? ??? ??? ?? ???? ?? ??? ??????
",https://www.archanaskitchen.com/paneer-matar-butter-masala-recipe-in-hindi,https://www.archanaskitchen.com//images/archanaskitchen/1-Author/Alamelu_Manickam_/Paneer_Matar_Butter_Masala__Indian_Cottege_Cheese_and_Peas_Masala_With_Butter.jpg
1405,Semia Pudding  - Vermicelli Kheer ,"500 ml Milk,1/2 cup Semiya (Vermicelli) - roasted,1 cup Water,1/2 cup Sugar,3 tablespoons Cashew nuts - halved,3 tablespoons Raisins,1/4 teaspoon Cardamom Powder (Elaichi),2 Saffron strands,1 tablespoon Ghee",15,30,45,4,Indian,Dessert,0,1,0,0,0,0,0,Vegetarian,lactose,178,"To begin making the Semiya Payasam Recipe, cook the Semiya (Vermicelli) in water.Into a saucepan, add the water and the semiya and bring to a boil. Once the semiya begins to boil, turn the heat to medium and cook the semiya until it is soft and done. Once done, add the 500 ml of milk, sugar, cardamom powder and saffron and stir until the sugar dissolves completely.Simmer the Semiya Payasam/ kheer for another 5 minutes till the flavors are  absorbed well and the payasam looks thick and creamy.  You can adjust the consistency of the payasam, based on your preference. Note, that once the Semiya Payasam cools down, the semiya will begin to absorb all the milk and get thicker as well.While the Semiya is simmering, we will roast the cashew nuts. In a small pan, heat ghee on low heat; add in the cashew nuts and roast until crisp and golden. Add in the raisins, stir for a few seconds until it puffs up and keep aside.Turn off the heat and finally garnish the Semiya Payasam with the roasted cashew nuts and raisins and serve the payasam hot or cold as desired.Serve the Semiya Payasam/ Seviyan Kheer as a party dessert for any festive occasion or after your meal of Jodhpuri Aloo, Ajwain Puri, Satvik Carrot Sprout Salad and Mirchi Ka Chunda.
",http://www.archanaskitchen.com/semiya-payasam-semiya-kheer-recipe,https://www.archanaskitchen.com//images/archanaskitchen/Indian_Sweets_Mithai/Semiya_Payasam_Kheer_Recipe_Indian_dessert_recipes-1_1600.jpg
